"Date (UTC)","Timestamp (UTC)","Donald Trump","Kamala Harris","Other"
"06-25-2024 00:00","1719273603","0.915","0.045","0.036"
"06-26-2024 00:00","1719360003","0.92","0.035","0.036"
"06-27-2024 00:00","1719446402","0.905","0.0845","0.028"
"06-28-2024 00:00","1719532803","0.92","0.0765","0.021"
"06-29-2024 00:00","1719619202","0.92","0.068","0.026"
"06-30-2024 00:00","1719705602","0.925","0.0645","0.026"
"07-01-2024 00:00","1719792002","0.925","0.064","0.026"
"07-02-2024 00:00","1719878403","0.925","0.0635","0.0255"
"07-03-2024 00:00","1719964802","0.925","0.0635","0.0255"
"07-04-2024 00:00","1720051203","0.925","0.0635","0.025"
"07-05-2024 00:00","1720137602","0.925","0.0635","0.025"
"07-06-2024 00:00","1720224002","0.925","0.0635","0.025"
"07-07-2024 00:00","1720310402","0.925","0.063","0.025"
"07-08-2024 00:00","1720396802","0.925","0.063","0.025"
"07-09-2024 00:00","1720483202","0.915","0.071","0.0245"
"07-10-2024 00:00","1720569603","0.915","0.071","0.0245"
"07-11-2024 00:00","1720656003","0.915","0.071","0.0245"
"07-12-2024 00:00","1720742402","0.915","0.069","0.024"
"07-13-2024 00:00","1720828803","0.915","0.0685","0.024"
"07-14-2024 00:00","1720915202","0.915","0.0695","0.024"
"07-15-2024 00:00","1721001603","0.93","0.055","0.0145"
"07-16-2024 00:00","1721088002","0.93","0.0555","0.014"
"07-17-2024 00:00","1721174401","0.93","0.056","0.014"
"07-18-2024 00:00","1721260802","0.93","0.057","0.014"
"07-19-2024 00:00","1721347201","0.93","0.057","0.014"
"07-20-2024 00:00","1721433601","0.93","0.0555","0.014"
"07-21-2024 00:00","1721520001","0.93","0.0555","0.014"
"07-22-2024 00:00","1721606401","0.93","0.06","0.014"
"07-23-2024 00:00","1721692801","0.925","0.068","0.014"
"07-24-2024 00:00","1721779201","0.925","0.0685","0.014"
"07-25-2024 00:00","1721865601","0.925","0.0695","0.014"
"07-26-2024 00:00","1721952002","0.925","0.0695","0.013"
"07-27-2024 00:00","1722038402","0.93","0.069","0.0125"
"07-28-2024 00:00","1722124802","0.93","0.0685","0.0125"
"07-29-2024 00:00","1722211202","0.93","0.068","0.0075"
"07-30-2024 00:00","1722297601","0.93","0.065","0.007"
"07-31-2024 00:00","1722384002","0.93","0.067","0.007"
"08-01-2024 00:00","1722470402","0.92","0.0695","0.0055"
"08-02-2024 00:00","1722556801","0.92","0.0725","0.0055"
"08-03-2024 00:00","1722643202","0.92","0.082","0.0055"
"08-04-2024 00:00","1722729601","0.92","0.0825","0.0055"
"08-05-2024 00:00","1722816001","0.92","0.0815","0.0075"
"08-06-2024 00:00","1722902401","0.92","0.0815","0.0055"
"08-07-2024 00:00","1722988801","0.915","0.0795","0.005"
"08-08-2024 00:00","1723075201","0.92","0.074","0.0045"
"08-09-2024 00:00","1723161602","0.92","0.074","0.0045"
"08-10-2024 00:00","1723248002","0.92","0.0725","0.005"
"08-11-2024 00:00","1723334401","0.925","0.0725","0.005"
"08-12-2024 00:00","1723420801","0.925","0.076","0.0055"
"08-13-2024 00:00","1723507202","0.915","0.0755","0.0045"
"08-14-2024 00:00","1723593602","0.92","0.0745","0.0045"
"08-15-2024 00:00","1723680002","0.915","0.076","0.0125"
"08-16-2024 00:00","1723766402","0.905","0.0925","0.0055"
"08-17-2024 00:00","1723852802","0.905","0.09","0.006"
"08-18-2024 00:00","1723939202","0.905","0.0885","0.006"
"08-19-2024 00:00","1724025602","0.91","0.09","0.006"
"08-20-2024 00:00","1724112001","0.91","0.093","0.006"
"08-21-2024 00:00","1724198402","0.91","0.09","0.0055"
"08-22-2024 00:00","1724284802","0.905","0.0945","0.005"
"08-23-2024 00:00","1724371202","0.905","0.095","0.0045"
"08-24-2024 00:00","1724457602","0.905","0.0945","0.0035"
"08-25-2024 00:00","1724544001","0.905","0.095","0.0015"
"08-26-2024 00:00","1724630402","0.905","0.0975","0.0025"
"08-27-2024 00:00","1724716801","0.905","0.0975","0.0015"
"08-28-2024 00:00","1724803201","0.9","0.0985","0.0025"
"08-29-2024 00:00","1724889602","0.905","0.098","0.0035"
"08-30-2024 00:00","1724976002","0.9","0.098","0.003"
"08-31-2024 00:00","1725062402","0.905","0.099","0.0025"
"09-01-2024 00:00","1725148802","0.9","0.0995","0.002"
"09-02-2024 00:00","1725235202","0.9","0.097","0.002"
"09-03-2024 00:00","1725321602","0.905","0.096","0.002"
"09-04-2024 00:00","1725408002","0.905","0.0895","0.002"
"09-05-2024 00:00","1725494402","0.905","0.0905","0.002"
"09-06-2024 00:00","1725580802","0.915","0.0875","0.002"
"09-07-2024 00:00","1725667202","0.915","0.088","0.0015"
"09-08-2024 00:00","1725753602","0.915","0.088","0.0015"
"09-09-2024 00:00","1725840001","0.915","0.0875","0.0015"
"09-10-2024 00:00","1725926402","0.915","0.0885","0.002"
"09-11-2024 00:00","1726012801","0.915","0.088","0.002"
"09-12-2024 00:00","1726099202","0.915","0.0855","0.002"
"09-13-2024 00:00","1726185602","0.915","0.084","0.002"
"09-14-2024 00:00","1726272002","0.91","0.0895","0.002"
"09-15-2024 00:00","1726358402","0.91","0.0905","0.002"
"09-16-2024 00:00","1726444802","0.9","0.1015","0.0015"
"09-17-2024 00:00","1726531202","0.9","0.0995","0.0015"
"09-18-2024 00:00","1726617602","0.9","0.1005","0.0015"
"09-19-2024 00:00","1726704001","0.9","0.0995","0.0015"
"09-20-2024 00:00","1726790402","0.905","0.0955","0.0015"
"09-21-2024 00:00","1726876802","0.905","0.097","0.0015"
"09-22-2024 00:00","1726963202","0.905","0.097","0.0015"
"09-23-2024 00:00","1727049602","0.895","0.1005","0.0025"
"09-24-2024 00:00","1727136002","0.895","0.105","0.0025"
"09-25-2024 00:00","1727222402","0.9","0.0975","0.0025"
"09-26-2024 00:00","1727308802","0.9","0.0985","0.0025"
"09-27-2024 00:00","1727395202","0.9","0.0985","0.0025"
"09-28-2024 00:00","1727481602","0.9","0.0985","0.0025"
"09-29-2024 00:00","1727568003","0.905","0.097","0.0025"
"09-30-2024 00:00","1727654403","0.9","0.1","0.0025"
"10-01-2024 00:00","1727740802","0.9","0.099","0.0025"
"10-02-2024 00:00","1727827202","0.89","0.1035","0.0025"
"10-03-2024 00:00","1727913602","0.89","0.103","0.002"
"10-04-2024 00:00","1728000002","0.9","0.0985","0.002"
"10-05-2024 00:00","1728086402","0.905","0.0985","0.002"
"10-06-2024 00:00","1728172802","0.905","0.0985","0.0025"
"10-07-2024 00:00","1728259202","0.9","0.1","0.0025"
"10-08-2024 00:00","1728345602","0.91","0.088","0.0015"
"10-09-2024 00:00","1728432002","0.915","0.082","0.002"
"10-10-2024 00:00","1728518402","0.915","0.082","0.002"
"10-11-2024 00:00","1728604803","0.915","0.08","0.0025"
"10-12-2024 00:00","1728691202","0.915","0.0765","0.0025"
"10-13-2024 00:00","1728777603","0.915","0.077","0.0015"
"10-14-2024 00:00","1728864002","0.915","0.078","0.0015"
"10-15-2024 00:00","1728950402","0.915","0.0775","0.0015"
"10-16-2024 00:00","1729036803","0.915","0.073","0.002"
"10-17-2024 00:00","1729123202","0.91","0.0775","0.002"
"10-18-2024 00:00","1729209602","0.915","0.077","0.002"
"10-19-2024 00:00","1729296002","0.925","0.0775","0.002"
"10-20-2024 00:00","1729382402","0.915","0.0805","0.002"
"10-21-2024 00:00","1729468802","0.925","0.0795","0.002"
"10-22-2024 00:00","1729555202","0.935","0.0685","0.0015"
"10-23-2024 00:00","1729641602","0.935","0.065","0.0015"
"10-24-2024 00:00","1729728003","0.935","0.0645","0.002"
"10-25-2024 00:00","1729814403","0.935","0.0645","0.0015"
"10-26-2024 00:00","1729900803","0.935","0.0645","0.0015"
"10-27-2024 00:00","1729987203","0.94","0.0615","0.002"
"10-28-2024 00:00","1730073603","0.935","0.0515","0.002"
"10-29-2024 00:00","1730160002","0.945","0.0505","0.002"
"10-30-2024 00:00","1730246403","0.945","0.052","0.0025"
"10-31-2024 00:00","1730332803","0.955","0.0525","0.0025"
"11-01-2024 00:00","1730419203","0.9395","0.058","0.0025"
"11-02-2024 00:00","1730505603","0.9435","0.057","0.0025"
"11-03-2024 00:00","1730592003","0.9435","0.062","0.0025"
"11-04-2024 00:00","1730678403","0.9195","0.0805","0.0015"
"11-04-2024 05:17","1730697422","0.9235","0.0665","0.0015"
